NAICS_Code,Year,Month,Total_Sales
4422,2014,Apr,3637
44221,2014,Apr,1504
442299,2014,Apr,1997
443,2014,Apr,7348
443141,2014,Apr,1285
443142,2014,Apr,6063
444,2014,Apr,30530
4441,2014,Apr,24652
44412,2014,Apr,901
44413,2014,Apr,1933
445,2014,Apr,54180
4451,2014,Apr,48727
44511,2014,Apr,46594
4453,2014,Apr,3702
446,2014,Apr,24430
44611,2014,Apr,20621
447,2014,Apr,46741
448,2014,Apr,20322
4481,2014,Apr,15012
44811,2014,Apr,785
44812,2014,Apr,3603
44814,2014,Apr,7929
44819,2014,Apr,1196
4482,2014,Apr,2810
44831,2014,Apr,2309
451,2014,Apr,6210
45111,2014,Apr,3488
45112,2014,Apr,1202
451211,2014,Apr,681
452,2014,Apr,52793
4521,2014,Apr,13061
452111,2014,Apr,4662
452112,2014,Apr,8399
4529,2014,Apr,39732
45291,2014,Apr,34416
45299,2014,Apr,5316
453,2014,Apr,9027
4532,2014,Apr,2423
45321,2014,Apr,1263
45322,2014,Apr,1160
45330,2014,Apr,1345
454,2014,Apr,36357
4541,2014,Apr,29596
45431,2014,Apr,2971
722,2014,Apr,47708
7224,2014,Apr,1757
7225,2014,Apr,41431
722511,2014,Apr,20786
441,2018,May,108914
"4411,4412",2018,May,100776
4411,2018,May,92867
44111,2018,May,82916
44112,2018,May,9951
4413,2018,May,8138
"442,443",2018,May,17852
442,2018,May,9910
4421,2018,May,5427
4422,2018,May,4483
442299,2018,May,2430
443,2018,May,7942
443141,2018,May,1510
443142,2018,May,6432
444,2018,May,39115
4441,2018,May,33653
44412,2018,May,1169
44413,2018,May,2668
445,2018,May,64958
4451,2018,May,58116
44511,2018,May,55635
4453,2018,May,4955
446,2018,May,29460
44611,2018,May,24642
447,2018,May,46292
448,2018,May,23764
4481,2018,May,17321
44811,2018,May,862
44812,2018,May,3798
44814,2018,May,9449
44819,2018,May,1486
4482,2018,May,3061
44831,2018,May,3097
451,2018,May,6625
45111,2018,May,3661
45112,2018,May,1295
451211,2018,May,768
452,2018,May,60018
4521,2018,May,12055
452111,2018,May,4098
452112,2018,May,7957
4529,2018,May,47963
45291,2018,May,40736
45299,2018,May,7227
453,2018,May,12297
4532,2018,May,2445
45321,2018,May,919
45322,2018,May,1526
45330,2018,May,1595
454,2018,May,56082
4541,2018,May,49215
45431,2018,May,2019
722,2018,May,64705
7225,2018,May,56201
722511,2018,May,28174
441,2017,May,104634
"4411,4412",2017,May,96717
4411,2017,May,88451
44111,2017,May,78868
44112,2017,May,9583
4413,2017,May,7917
"442,443",2017,May,17145
442,2017,May,9470
4421,2017,May,5000
4422,2017,May,4470
442299,2017,May,2427
443,2017,May,7675
443141,2017,May,1421
443142,2017,May,6254
444,2017,May,37341
4441,2017,May,31062
44412,2017,May,1117
44413,2017,May,2351
445,2017,May,61774
4451,2017,May,55209
44511,2017,May,52659
4453,2017,May,4667
446,2017,May,28233
44611,2017,May,23785
447,2017,May,39128
448,2017,May,21606
4481,2017,May,15747
44811,2017,May,776
44812,2017,May,3519
44814,2017,May,8592
44819,2017,May,1443
4482,2017,May,2852
44831,2017,May,2748
451,2017,May,6593
45111,2017,May,3750
45112,2017,May,1244
451211,2017,May,761
452,2017,May,55898
4521,2017,May,11652
452111,2017,May,4121
452112,2017,May,7531
4529,2017,May,44246
45291,2017,May,37767
45299,2017,May,6479
453,2017,May,11388
4532,2017,May,2381
45321,2017,May,980
45322,2017,May,1401
45330,2017,May,1532
454,2017,May,51313
4541,2017,May,45092
45431,2017,May,1610
722,2017,May,60211
7224,2017,May,2345
7225,2017,May,52393
722511,2017,May,25395
441,2016,May,98252
"4411,4412",2016,May,90626
4411,2016,May,83292
44111,2016,May,74790
44112,2016,May,8502
4413,2016,May,7626
"442,443",2016,May,16583
442,2016,May,9002
4421,2016,May,4893
4422,2016,May,4109
44221,2016,May,1683
442299,2016,May,2276
443,2016,May,7581
443141,2016,May,1440
443142,2016,May,6141
444,2016,May,34702
4441,2016,May,28865
44412,2016,May,1023
44413,2016,May,2200
445,2016,May,59047
4451,2016,May,52776
44511,2016,May,50436
4453,2016,May,4390
446,2016,May,27432
44611,2016,May,23082
447,2016,May,37363
448,2016,May,21656
4481,2016,May,15723
44811,2016,May,774
44812,2016,May,3640
44814,2016,May,8489
44819,2016,May,1324
4482,2016,May,2896
44831,2016,May,2780
451,2016,May,6712
45111,2016,May,3873
45112,2016,May,1238
451211,2016,May,745
452,2016,May,56080
4521,2016,May,12119
452111,2016,May,4369
452112,2016,May,7750
4529,2016,May,43961
45291,2016,May,37794
45299,2016,May,6167
453,2016,May,10986
4532,2016,May,2464
45321,2016,May,1041
45322,2016,May,1423
45330,2016,May,1420
454,2016,May,44592
4541,2016,May,38657
45431,2016,May,1494
722,2016,May,57025
7224,2016,May,2110
7225,2016,May,49659
722511,2016,May,24585
441,2015,May,97424
"4411,4412",2015,May,89874
4411,2015,May,82885
44111,2015,May,74341
44112,2015,May,8544
4413,2015,May,7550
"442,443",2015,May,16744
442,2015,May,8893
4421,2015,May,4889
4422,2015,May,4004
44221,2015,May,1615
442299,2015,May,2246
443,2015,May,7851
443141,2015,May,1498
443142,2015,May,6353
444,2015,May,33203
4441,2015,May,27102
44412,2015,May,953
44413,2015,May,2193
445,2015,May,59074
4451,2015,May,52888
44511,2015,May,50567
4453,2015,May,4335
446,2015,May,25572
44611,2015,May,21461
447,2015,May,41253
448,2015,May,22145
4481,2015,May,16179
44811,2015,May,799
44812,2015,May,3746
44814,2015,May,8640
44819,2015,May,1344
4482,2015,May,2882
44831,2015,May,2851
451,2015,May,6642
45111,2015,May,3829
45112,2015,May,1230
451211,2015,May,752
452,2015,May,57545
4521,2015,May,13661
452111,2015,May,5018
452112,2015,May,8643
4529,2015,May,43884
45291,2015,May,37942
45299,2015,May,5942
453,2015,May,10939
4532,2015,May,2494
45321,2015,May,1103
45322,2015,May,1391
45330,2015,May,1418
454,2015,May,38835
4541,2015,May,33305
45431,2015,May,1660
722,2015,May,55409
7224,2015,May,1995
7225,2015,May,48477
722511,2015,May,24432
441,2014,May,93239
"4411,4412",2014,May,85837
4411,2014,May,79046
44111,2014,May,71351
44112,2014,May,7695
4413,2014,May,7402
"442,443",2014,May,16208
442,2014,May,8384
4421,2014,May,4602
4422,2014,May,3782
44221,2014,May,1519
442299,2014,May,2136
443,2014,May,7824
443141,2014,May,1435
443142,2014,May,6389
444,2014,May,33864
4441,2014,May,27382
44412,2014,May,968
44413,2014,May,2146
445,2014,May,57764
4451,2014,May,51776
44511,2014,May,49457
4453,2014,May,4165
446,2014,May,25168
44611,2014,May,21069
447,2014,May,49976
448,2014,May,21568
4481,2014,May,15652
44811,2014,May,801
44812,2014,May,3774
44814,2014,May,8287
44819,2014,May,1257
4482,2014,May,2794
44831,2014,May,2878
451,2014,May,6464
45111,2014,May,3647
45112,2014,May,1175
451211,2014,May,792
452,2014,May,56912
4521,2014,May,13977
452111,2014,May,5037
452112,2014,May,8940
4529,2014,May,42935
45291,2014,May,37221
45299,2014,May,5714
453,2014,May,10592
4532,2014,May,2533
45321,2014,May,1205
45322,2014,May,1328
45330,2014,May,1373
454,2014,May,36422
4541,2014,May,30087
45431,2014,May,2215
722,2014,May,51054
7224,2014,May,1923
7225,2014,May,44362
722511,2014,May,22397
441,2018,Jun,104752
"4411,4412",2018,Jun,96794
4411,2018,Jun,88864
44111,2018,Jun,79222
44112,2018,Jun,9642
4413,2018,Jun,7958
"442,443",2018,Jun,17765
442,2018,Jun,9713
4421,2018,Jun,5454
4422,2018,Jun,4259
442299,2018,Jun,2256
443,2018,Jun,8052
443141,2018,Jun,1493
443142,2018,Jun,6559
444,2018,Jun,36045
4441,2018,Jun,31818
44412,2018,Jun,1188
44413,2018,Jun,2445
445,2018,Jun,63240
4451,2018,Jun,56409
44511,2018,Jun,53945
4453,2018,Jun,4995
446,2018,Jun,28016
44611,2018,Jun,23015
447,2018,Jun,45838
448,2018,Jun,21589
4481,2018,Jun,15934
44811,2018,Jun,780
44812,2018,Jun,3330
44814,2018,Jun,8698
44819,2018,Jun,1628
4482,2018,Jun,2833
44831,2018,Jun,2576
451,2018,Jun,6642
45111,2018,Jun,3925
45112,2018,Jun,1126
451211,2018,Jun,707
452,2018,Jun,57871
4521,2018,Jun,11256
452111,2018,Jun,3688
452112,2018,Jun,7568
4529,2018,Jun,46615
45291,2018,Jun,39877
45299,2018,Jun,6738
453,2018,Jun,11286
4532,2018,Jun,2366
45321,2018,Jun,854
45322,2018,Jun,1512
45330,2018,Jun,1501
454,2018,Jun,52749
4541,2018,Jun,46800
45431,2018,Jun,1663
722,2018,Jun,64236
7225,2018,Jun,56379
722511,2018,Jun,28197
441,2017,Jun,101671
"4411,4412",2017,Jun,93744
4411,2017,Jun,85301
44111,2017,Jun,75673
44112,2017,Jun,9628
4413,2017,Jun,7927
"442,443",2017,Jun,17172
442,2017,Jun,9411
4421,2017,Jun,4952
4422,2017,Jun,4459
442299,2017,Jun,2333
443,2017,Jun,7761
443141,2017,Jun,1418
443142,2017,Jun,6343
444,2017,Jun,35043
4441,2017,Jun,30152
44412,2017,Jun,1148
44413,2017,Jun,2304
445,2017,Jun,60255
4451,2017,Jun,53732
44511,2017,Jun,51257
4453,2017,Jun,4699
446,2017,Jun,27674
44611,2017,Jun,23096
447,2017,Jun,38384
448,2017,Jun,20322
4481,2017,Jun,15173
44811,2017,Jun,716
44812,2017,Jun,3246
44814,2017,Jun,8356
44819,2017,Jun,1460
4482,2017,Jun,2701
44831,2017,Jun,2242
451,2017,Jun,6755
45111,2017,Jun,4050
45112,2017,Jun,1172
451211,2017,Jun,683
452,2017,Jun,56026
4521,2017,Jun,11399
452111,2017,Jun,3796
452112,2017,Jun,7603
4529,2017,Jun,44627
45291,2017,Jun,38149
45299,2017,Jun,6478
453,2017,Jun,10725
4532,2017,Jun,2312
45321,2017,Jun,916
45322,2017,Jun,1396
45330,2017,Jun,1463
454,2017,Jun,49678
4541,2017,Jun,43829
45431,2017,Jun,1378
722,2017,Jun,58751
7224,2017,Jun,2257
7225,2017,Jun,51572
722511,2017,Jun,24745
441,2016,Jun,97880
"4411,4412",2016,Jun,89894
4411,2016,Jun,82335
44111,2016,Jun,73432
44112,2016,Jun,8903
4413,2016,Jun,7986
"442,443",2016,Jun,16873
442,2016,Jun,9113
4421,2016,Jun,4921
4422,2016,Jun,4192
44221,2016,Jun,1812
442299,2016,Jun,2221
443,2016,Jun,7760
443141,2016,Jun,1520
443142,2016,Jun,6240
444,2016,Jun,34219
4441,2016,Jun,29104
44412,2016,Jun,1137
44413,2016,Jun,2145
445,2016,Jun,58312
4451,2016,Jun,52029
44511,2016,Jun,49646
4453,2016,Jun,4461
446,2016,Jun,27264
44611,2016,Jun,22689
447,2016,Jun,38521
448,2016,Jun,20160
4481,2016,Jun,15026
44811,2016,Jun,721
44812,2016,Jun,3269
44814,2016,Jun,8209
44819,2016,Jun,1405
4482,2016,Jun,2728
44831,2016,Jun,2200
451,2016,Jun,7218
45111,2016,Jun,4554
45112,2016,Jun,1183
451211,2016,Jun,680
452,2016,Jun,55083
4521,2016,Jun,12161
452111,2016,Jun,4222
452112,2016,Jun,7939
4529,2016,Jun,42922
45291,2016,Jun,36844
45299,2016,Jun,6078
453,2016,Jun,10522
4532,2016,Jun,2333
45321,2016,Jun,961
45322,2016,Jun,1372
45330,2016,Jun,1375
454,2016,Jun,44345
4541,2016,Jun,38559
45431,2016,Jun,1299
722,2016,Jun,54626
7224,2016,Jun,1976
7225,2016,Jun,47848
722511,2016,Jun,23234
441,2015,Jun,94600
"4411,4412",2015,Jun,86660
4411,2015,Jun,79754
44111,2015,Jun,71417
44112,2015,Jun,8337
4413,2015,Jun,7940
"442,443",2015,Jun,16743
442,2015,Jun,8576
4421,2015,Jun,4655
4422,2015,Jun,3921
44221,2015,Jun,1628
442299,2015,Jun,2155
443,2015,Jun,8167
443141,2015,Jun,1508
443142,2015,Jun,6659
444,2015,Jun,31600
4441,2015,Jun,26844
44412,2015,Jun,1055
44413,2015,Jun,2066
445,2015,Jun,56625
4451,2015,Jun,50610
44511,2015,Jun,48317
4453,2015,Jun,4217
446,2015,Jun,25802
44611,2015,Jun,21489
447,2015,Jun,41820
448,2015,Jun,19667
4481,2015,Jun,14595
44811,2015,Jun,716
44812,2015,Jun,3231
44814,2015,Jun,7848
44819,2015,Jun,1387
4482,2015,Jun,2538
44831,2015,Jun,2347
451,2015,Jun,6739
45111,2015,Jun,4098
45112,2015,Jun,1151
451211,2015,Jun,685
452,2015,Jun,54247
4521,2015,Jun,12534
452111,2015,Jun,4304
452112,2015,Jun,8230
4529,2015,Jun,41713
45291,2015,Jun,36061
45299,2015,Jun,5652
453,2015,Jun,10457
4532,2015,Jun,2380
45321,2015,Jun,1056
45322,2015,Jun,1324
45330,2015,Jun,1381
454,2015,Jun,39452
4541,2015,Jun,33856
45431,2015,Jun,1527
722,2015,Jun,52042
7224,2015,Jun,1846
7225,2015,Jun,45867
722511,2015,Jun,22607
441,2014,Jun,86715
"4411,4412",2014,Jun,79495
4411,2014,Jun,73171
44111,2014,Jun,65629
44112,2014,Jun,7542
4413,2014,Jun,7220
"442,443",2014,Jun,15631
442,2014,Jun,7881
4421,2014,Jun,4181
4422,2014,Jun,3700
44221,2014,Jun,1560
442299,2014,Jun,2012
443,2014,Jun,7750
443141,2014,Jun,1434
443142,2014,Jun,6316
444,2014,Jun,30500
4441,2014,Jun,25694
44412,2014,Jun,979
44413,2014,Jun,1987
445,2014,Jun,55247
4451,2014,Jun,49458
44511,2014,Jun,47170
4453,2014,Jun,4036
446,2014,Jun,24424
44611,2014,Jun,20421
447,2014,Jun,48014
448,2014,Jun,18947
4481,2014,Jun,14047
44811,2014,Jun,702
44812,2014,Jun,3183
44814,2014,Jun,7496
44819,2014,Jun,1262
4482,2014,Jun,2493
44831,2014,Jun,2210
451,2014,Jun,6487
45111,2014,Jun,3897
45112,2014,Jun,1086
451211,2014,Jun,700
452,2014,Jun,53888
4521,2014,Jun,12963
452111,2014,Jun,4518
452112,2014,Jun,8445
4529,2014,Jun,40925
45291,2014,Jun,35519
45299,2014,Jun,5406
453,2014,Jun,9750
4532,2014,Jun,2390
45321,2014,Jun,1093
45322,2014,Jun,1297
45330,2014,Jun,1325
454,2014,Jun,35784
4541,2014,Jun,30004
45431,2014,Jun,1894
722,2014,Jun,47895
7224,2014,Jun,1782
7225,2014,Jun,42064
722511,2014,Jun,20740
441,2018,Jul,103894
"4411,4412",2018,Jul,95910
4411,2018,Jul,88974
44111,2018,Jul,79328
44112,2018,Jul,9646
4413,2018,Jul,7984
"442,443",2018,Jul,17614
442,2018,Jul,9700
4421,2018,Jul,5350
4422,2018,Jul,4350
442299,2018,Jul,2380
443,2018,Jul,7914
443141,2018,Jul,1480
443142,2018,Jul,6434
444,2018,Jul,34099
4441,2018,Jul,30807
44412,2018,Jul,1161
44413,2018,Jul,2299
445,2018,Jul,63862
4451,2018,Jul,57011
44511,2018,Jul,54568
4453,2018,Jul,5016
446,2018,Jul,27934
44611,2018,Jul,23317
447,2018,Jul,46327
448,2018,Jul,21919
4481,2018,Jul,16178
44811,2018,Jul,667
44812,2018,Jul,3165
44814,2018,Jul,9109
44819,2018,Jul,1677
4482,2018,Jul,3125
44831,2018,Jul,2377
451,2018,Jul,6219
45111,2018,Jul,3711
45112,2018,Jul,931
451211,2018,Jul,680
452,2018,Jul,57145
4521,2018,Jul,11050
452111,2018,Jul,3517
452112,2018,Jul,7533
4529,2018,Jul,46095
45291,2018,Jul,39461
45299,2018,Jul,6634
453,2018,Jul,10638
4532,2018,Jul,2580
45321,2018,Jul,984
45322,2018,Jul,1596
45330,2018,Jul,1407
454,2018,Jul,54326
4541,2018,Jul,48415
45431,2018,Jul,1733
722,2018,Jul,64033
7225,2018,Jul,56499
722511,2018,Jul,27925
441,2017,Jul,101248
"4411,4412",2017,Jul,93564
4411,2017,Jul,86322
44111,2017,Jul,76946
44112,2017,Jul,9376
4413,2017,Jul,7684
"442,443",2017,Jul,16877
442,2017,Jul,9276
4421,2017,Jul,4979
4422,2017,Jul,4297
442299,2017,Jul,2341
443,2017,Jul,7601
443141,2017,Jul,1369
443142,2017,Jul,6232
444,2017,Jul,31480
4441,2017,Jul,27717
44412,2017,Jul,1074
44413,2017,Jul,2116
445,2017,Jul,61357
4451,2017,Jul,54726
44511,2017,Jul,52202
4453,2017,Jul,4824
446,2017,Jul,26749
44611,2017,Jul,22323
447,2017,Jul,38154
448,2017,Jul,20535
4481,2017,Jul,15185
44811,2017,Jul,616
44812,2017,Jul,3107
44814,2017,Jul,8675
44819,2017,Jul,1358
4482,2017,Jul,2907
44831,2017,Jul,2211
451,2017,Jul,6539
45111,2017,Jul,3855
45112,2017,Jul,1184
451211,2017,Jul,647
452,2017,Jul,55684
4521,2017,Jul,11149
452111,2017,Jul,3645
452112,2017,Jul,7504
4529,2017,Jul,44535
45291,2017,Jul,38261
45299,2017,Jul,6274
453,2017,Jul,10473
4532,2017,Jul,2391
45321,2017,Jul,947
45322,2017,Jul,1444
45330,2017,Jul,1524
454,2017,Jul,48275
4541,2017,Jul,42956
45431,2017,Jul,1249
722,2017,Jul,58613
7224,2017,Jul,2322
7225,2017,Jul,51762
722511,2017,Jul,24664
441,2016,Jul,99151
"4411,4412",2016,Jul,91573
4411,2016,Jul,84840
44111,2016,Jul,76097
44112,2016,Jul,8743
4413,2016,Jul,7578
"442,443",2016,Jul,17004
442,2016,Jul,9177
4421,2016,Jul,4916
4422,2016,Jul,4261
44221,2016,Jul,1738
442299,2016,Jul,2358
443,2016,Jul,7827
443141,2016,Jul,1474
443142,2016,Jul,6353
444,2016,Jul,30122
4441,2016,Jul,26772
44412,2016,Jul,1045
44413,2016,Jul,2005
445,2016,Jul,59621
4451,2016,Jul,53046
44511,2016,Jul,50499
4453,2016,Jul,4737
446,2016,Jul,26391
44611,2016,Jul,22153
447,2016,Jul,38169
448,2016,Jul,20667
4481,2016,Jul,15332
44811,2016,Jul,630
44812,2016,Jul,3166
44814,2016,Jul,8694
44819,2016,Jul,1325
4482,2016,Jul,3017
44831,2016,Jul,2097
451,2016,Jul,6918
45111,2016,Jul,4241
45112,2016,Jul,1234
451211,2016,Jul,655
452,2016,Jul,55350
4521,2016,Jul,11711
452111,2016,Jul,3981
452112,2016,Jul,7730
4529,2016,Jul,43639
45291,2016,Jul,37698
45299,2016,Jul,5941
453,2016,Jul,10155
4532,2016,Jul,2453
45321,2016,Jul,1003
45322,2016,Jul,1450
45330,2016,Jul,1471
454,2016,Jul,42591
4541,2016,Jul,37413
45431,2016,Jul,1182
722,2016,Jul,56023
7224,2016,Jul,2144
7225,2016,Jul,49338
722511,2016,Jul,23933
441,2015,Jul,97756
"4411,4412",2015,Jul,89694
4411,2015,Jul,83376
44111,2015,Jul,74999
44112,2015,Jul,8377
4413,2015,Jul,8062
"442,443",2015,Jul,17241
442,2015,Jul,9110
4421,2015,Jul,4834
4422,2015,Jul,4276
44221,2015,Jul,1742
442299,2015,Jul,2401
443,2015,Jul,8131
443141,2015,Jul,1521
443142,2015,Jul,6610
444,2015,Jul,30562
4441,2015,Jul,26902
44412,2015,Jul,1055
44413,2015,Jul,2001
445,2015,Jul,59103
4451,2015,Jul,52738
44511,2015,Jul,50332
4453,2015,Jul,4532
446,2015,Jul,25968
44611,2015,Jul,21774
447,2015,Jul,42875
448,2015,Jul,20564
4481,2015,Jul,15249
44811,2015,Jul,661
44812,2015,Jul,3181
44814,2015,Jul,8497
44819,2015,Jul,1339
4482,2015,Jul,2878
44831,2015,Jul,2226
451,2015,Jul,6809
45111,2015,Jul,4102
45112,2015,Jul,1187
451211,2015,Jul,695
452,2015,Jul,54956
4521,2015,Jul,12528
452111,2015,Jul,4165
452112,2015,Jul,8363
4529,2015,Jul,42428
45291,2015,Jul,36776
45299,2015,Jul,5652
453,2015,Jul,10443
4532,2015,Jul,2587
45321,2015,Jul,1160
45322,2015,Jul,1427
45330,2015,Jul,1511
454,2015,Jul,40116
4541,2015,Jul,34624
45431,2015,Jul,1509
722,2015,Jul,53140
7224,2015,Jul,1942
7225,2015,Jul,46849
722511,2015,Jul,22959
441,2014,Jul,91275
"4411,4412",2014,Jul,83807
4411,2014,Jul,77651
44111,2014,Jul,69994
44112,2014,Jul,7657
4413,2014,Jul,7468
"442,443",2014,Jul,16459
442,2014,Jul,8403
4421,2014,Jul,4433
4422,2014,Jul,3970
44221,2014,Jul,1570
442299,2014,Jul,2266
443,2014,Jul,8056
443141,2014,Jul,1465
443142,2014,Jul,6591
444,2014,Jul,29070
4441,2014,Jul,25651
44412,2014,Jul,1049
44413,2014,Jul,1963
445,2014,Jul,57377
4451,2014,Jul,51374
44511,2014,Jul,48962
4453,2014,Jul,4242
446,2014,Jul,24815
44611,2014,Jul,20910
447,2014,Jul,49143
448,2014,Jul,19828
4481,2014,Jul,14699
44811,2014,Jul,655
44812,2014,Jul,3178
44814,2014,Jul,8143
44819,2014,Jul,1175
4482,2014,Jul,2762
44831,2014,Jul,2175
451,2014,Jul,6523
45111,2014,Jul,3806
45112,2014,Jul,1184
451211,2014,Jul,704
452,2014,Jul,53667
4521,2014,Jul,12675
452111,2014,Jul,4235
452112,2014,Jul,8440
4529,2014,Jul,40992
45291,2014,Jul,35580
45299,2014,Jul,5412
453,2014,Jul,9914
4532,2014,Jul,2685
45321,2014,Jul,1255
45322,2014,Jul,1430
45330,2014,Jul,1430
454,2014,Jul,36520
4541,2014,Jul,30707
45431,2014,Jul,1922
722,2014,Jul,48690
7224,2014,Jul,1772
7225,2014,Jul,42919
722511,2014,Jul,21091
441,2018,Aug,108537
"4411,4412",2018,Aug,100234
4411,2018,Aug,93324
44111,2018,Aug,83392
44112,2018,Aug,9932
4413,2018,Aug,8303
"442,443",2018,Aug,18609
442,2018,Aug,10170
4421,2018,Aug,5606
4422,2018,Aug,4564
442299,2018,Aug,2546
443,2018,Aug,8439
443141,2018,Aug,1534
443142,2018,Aug,6905
444,2018,Aug,33022
4441,2018,Aug,29799
44412,2018,Aug,1206
44413,2018,Aug,2311
445,2018,Aug,64109
4451,2018,Aug,57318
44511,2018,Aug,54872
4453,2018,Aug,4951
446,2018,Aug,29418
44611,2018,Aug,24461
447,2018,Aug,47187
448,2018,Aug,23381
4481,2018,Aug,16882
44811,2018,Aug,724
44812,2018,Aug,3351
44814,2018,Aug,9474
44819,2018,Aug,1674
4482,2018,Aug,3798
44831,2018,Aug,2467
451,2018,Aug,7256
45111,2018,Aug,3905
45112,2018,Aug,975
451211,2018,Aug,1368
452,2018,Aug,59769
4521,2018,Aug,12081
452111,2018,Aug,3610
452112,2018,Aug,8471
4529,2018,Aug,47688
45291,2018,Aug,40889
45299,2018,Aug,6799
453,2018,Aug,11332
4532,2018,Aug,2979
45321,2018,Aug,1434
45322,2018,Aug,1545
45330,2018,Aug,1560
454,2018,Aug,56161
4541,2018,Aug,49969
45431,2018,Aug,1874
722,2018,Aug,65152
7225,2018,Aug,56753
722511,2018,Aug,28059
441,2017,Aug,103770
"4411,4412",2017,Aug,95734
4411,2017,Aug,88972
44111,2017,Aug,79496
44112,2017,Aug,9476
4413,2017,Aug,8036
"442,443",2017,Aug,17939
442,2017,Aug,9897
4421,2017,Aug,5110
4422,2017,Aug,4787
442299,2017,Aug,2586
443,2017,Aug,8042
443141,2017,Aug,1363
443142,2017,Aug,6679
444,2017,Aug,31759
4441,2017,Aug,28324
44412,2017,Aug,1153
44413,2017,Aug,2171
445,2017,Aug,61192
4451,2017,Aug,54693
44511,2017,Aug,52212
4453,2017,Aug,4673
446,2017,Aug,28417
44611,2017,Aug,23557
447,2017,Aug,39554
448,2017,Aug,22536
4481,2017,Aug,16214
44811,2017,Aug,646
44812,2017,Aug,3198
44814,2017,Aug,9086
44819,2017,Aug,1550
4482,2017,Aug,3832
44831,2017,Aug,2273
451,2017,Aug,7674
45111,2017,Aug,4156
45112,2017,Aug,1229
451211,2017,Aug,1372
452,2017,Aug,57167
4521,2017,Aug,11969
452111,2017,Aug,3745
452112,2017,Aug,8224
4529,2017,Aug,45198
45291,2017,Aug,38822
45299,2017,Aug,6376
453,2017,Aug,10990
4532,2017,Aug,2820
45321,2017,Aug,1423
45322,2017,Aug,1397
45330,2017,Aug,1606
454,2017,Aug,51406
4541,2017,Aug,45505
45431,2017,Aug,1452
722,2017,Aug,58686
7224,2017,Aug,2266
7225,2017,Aug,51522
722511,2017,Aug,24484
441,2016,Aug,103502
"4411,4412",2016,Aug,95472
4411,2016,Aug,89078
44111,2016,Aug,79798
44112,2016,Aug,9280
4413,2016,Aug,8030
"442,443",2016,Aug,17880
442,2016,Aug,9567
4421,2016,Aug,5017
4422,2016,Aug,4550
44221,2016,Aug,1872
442299,2016,Aug,2526
443,2016,Aug,8313
443141,2016,Aug,1480
443142,2016,Aug,6833
444,2016,Aug,29936
4441,2016,Aug,26820
44412,2016,Aug,1115
44413,2016,Aug,2034
445,2016,Aug,58370
4451,2016,Aug,52117
44511,2016,Aug,49667
4453,2016,Aug,4467
446,2016,Aug,27699
44611,2016,Aug,22989
447,2016,Aug,37150
448,2016,Aug,22388
4481,2016,Aug,16159
44811,2016,Aug,667
44812,2016,Aug,3410
44814,2016,Aug,8822
44819,2016,Aug,1551
4482,2016,Aug,3827
44831,2016,Aug,2191
451,2016,Aug,7804
45111,2016,Aug,4230
45112,2016,Aug,1234
451211,2016,Aug,1502
452,2016,Aug,55913
4521,2016,Aug,12565
452111,2016,Aug,4053
452112,2016,Aug,8512
4529,2016,Aug,43348
45291,2016,Aug,37473
45299,2016,Aug,5875
453,2016,Aug,10534
4532,2016,Aug,2907
45321,2016,Aug,1511
45322,2016,Aug,1396
45330,2016,Aug,1526
454,2016,Aug,45619
4541,2016,Aug,40204
45431,2016,Aug,1295
722,2016,Aug,55201
7224,2016,Aug,2088
7225,2016,Aug,48425
722511,2016,Aug,23325
441,2015,Aug,97898
"4411,4412",2015,Aug,90183
4411,2015,Aug,84447
44111,2015,Aug,76094
44112,2015,Aug,8353
4413,2015,Aug,7715
"442,443",2015,Aug,17489
442,2015,Aug,9148
4421,2015,Aug,4977
4422,2015,Aug,4171
44221,2015,Aug,1697
442299,2015,Aug,2342
443,2015,Aug,8341
443141,2015,Aug,1415
443142,2015,Aug,6926
444,2015,Aug,27779
4441,2015,Aug,24661
44412,2015,Aug,1004
44413,2015,Aug,1961
445,2015,Aug,57785
4451,2015,Aug,51738
44511,2015,Aug,49458
4453,2015,Aug,4260
446,2015,Aug,25885
44611,2015,Aug,21533
447,2015,Aug,40935
448,2015,Aug,22314
4481,2015,Aug,16205
44811,2015,Aug,713
44812,2015,Aug,3383
44814,2015,Aug,8807
44819,2015,Aug,1500
4482,2015,Aug,3658
44831,2015,Aug,2255
451,2015,Aug,7937
45111,2015,Aug,4331
45112,2015,Aug,1193
451211,2015,Aug,1550
452,2015,Aug,56822
4521,2015,Aug,13628
452111,2015,Aug,4469
452112,2015,Aug,9159
4529,2015,Aug,43194
45291,2015,Aug,37618
45299,2015,Aug,5576
453,2015,Aug,10485
4532,2015,Aug,2962
45321,2015,Aug,1586
45322,2015,Aug,1376
45330,2015,Aug,1561
454,2015,Aug,39400
4541,2015,Aug,34245
45431,2015,Aug,1440
722,2015,Aug,53176
7224,2015,Aug,1943
7225,2015,Aug,46697
722511,2015,Aug,23050
441,2014,Aug,92624
"4411,4412",2014,Aug,85242
4411,2014,Aug,79978
44111,2014,Aug,72042
44112,2014,Aug,7936
4413,2014,Aug,7382
"442,443",2014,Aug,17097
442,2014,Aug,8734
4421,2014,Aug,4698
4422,2014,Aug,4036
44221,2014,Aug,1623
442299,2014,Aug,2277
443,2014,Aug,8363
443141,2014,Aug,1452
