NAICS_Code,Year,Month,Num_Employees
454,2012,Aug,368.1
454,2013,Aug,386.9
454,2014,Aug,407.3
454,2015,Aug,425.8
454,2016,Aug,440.9
454,2017,Aug,459.2
454,2018,Aug,468.1
454,2019,Aug,
441,2009,Sep,1348.3
441,2010,Sep,1356.6
441,2011,Sep,1412.5
441,2012,Sep,1442.5
441,2013,Sep,1502.2
441,2014,Sep,1570.5
441,2015,Sep,1624.4
441,2016,Sep,1657.1
441,2017,Sep,1664.3
441,2018,Sep,1688.9
441,2019,Sep,
442,2009,Sep,359.2
442,2010,Sep,358.8
442,2011,Sep,360.4
442,2012,Sep,365.2
442,2013,Sep,362.8
442,2014,Sep,375.9
442,2015,Sep,381.7
442,2016,Sep,387.9
442,2017,Sep,390.8
442,2018,Sep,397.6
442,2019,Sep,
443,2009,Sep,409.3
443,2010,Sep,409.4
443,2011,Sep,412.1
443,2012,Sep,397.6
443,2013,Sep,395.8
443,2014,Sep,399.7
443,2015,Sep,415.2
443,2016,Sep,416.6
443,2017,Sep,397.1
443,2018,Sep,390.2
443,2019,Sep,
444,2009,Sep,935.8
444,2010,Sep,918.8
444,2011,Sep,932.7
444,2012,Sep,956.2
444,2013,Sep,1001.0
444,2014,Sep,1008.5
444,2015,Sep,1007.8
444,2016,Sep,1035.8
444,2017,Sep,1060.0
444,2018,Sep,1085.0
444,2019,Sep,
445,2009,Sep,2489.1
445,2010,Sep,2476.4
445,2011,Sep,2506.8
445,2012,Sep,2534.1
445,2013,Sep,2589.4
445,2014,Sep,2645.2
445,2015,Sep,2678.9
445,2016,Sep,2694.1
445,2017,Sep,2671.9
445,2018,Sep,2673.4
445,2019,Sep,
446,2009,Sep,781.5
446,2010,Sep,777.5
446,2011,Sep,788.0
446,2012,Sep,810.7
446,2013,Sep,825.3
446,2014,Sep,807.5
446,2015,Sep,806.6
446,2016,Sep,818.4
446,2017,Sep,818.3
446,2018,Sep,818.4
446,2019,Sep,
447,2009,Sep,714.6
447,2010,Sep,708.2
447,2011,Sep,716.0
447,2012,Sep,723.5
447,2013,Sep,745.5
447,2014,Sep,758.2
447,2015,Sep,775.6
447,2016,Sep,794.1
447,2017,Sep,789.7
447,2018,Sep,793.6
447,2019,Sep,
448,2009,Sep,1110.5
448,2010,Sep,1099.3
448,2011,Sep,1114.5
448,2012,Sep,1117.9
448,2013,Sep,1113.9
448,2014,Sep,1081.6
448,2015,Sep,1070.0
448,2016,Sep,1089.6
448,2017,Sep,1071.1
448,2018,Sep,1053.7
448,2019,Sep,
451,2009,Sep,493.4
451,2010,Sep,481.2
451,2011,Sep,506.5
451,2012,Sep,503.0
451,2013,Sep,508.3
451,2014,Sep,512.8
451,2015,Sep,506.6
451,2016,Sep,503.3
451,2017,Sep,499.3
451,2018,Sep,465.1
451,2019,Sep,
452,2009,Sep,2684.5
452,2010,Sep,2781.3
452,2011,Sep,2851.0
452,2012,Sep,2788.5
452,2013,Sep,2775.4
452,2014,Sep,2767.8
452,2015,Sep,2782.6
452,2016,Sep,2815.0
452,2017,Sep,2843.8
452,2018,Sep,2854.7
452,2019,Sep,
453,2009,Sep,647.5
453,2010,Sep,628.5
453,2011,Sep,639.5
453,2012,Sep,667.9
453,2013,Sep,667.0
453,2014,Sep,686.8
453,2015,Sep,679.6
453,2016,Sep,674.5
453,2017,Sep,679.0
453,2018,Sep,687.9
453,2019,Sep,
454,2009,Sep,339.5
454,2010,Sep,345.5
454,2011,Sep,356.7
454,2012,Sep,372.1
454,2013,Sep,391.1
454,2014,Sep,412.4
454,2015,Sep,426.3
454,2016,Sep,442.4
454,2017,Sep,460.7
454,2018,Sep,469.0
454,2019,Sep,
441,2009,Oct,1343.9
441,2010,Oct,1358.2
441,2011,Oct,1410.9
441,2012,Oct,1446.1
441,2013,Oct,1498.3
441,2014,Oct,1566.3
441,2015,Oct,1622.7
441,2016,Oct,1655.1
441,2017,Oct,1667.7
441,2018,Oct,1689.6
441,2019,Oct,
442,2009,Oct,366.3
442,2010,Oct,371.9
442,2011,Oct,376.3
442,2012,Oct,378.4
442,2013,Oct,376.2
442,2014,Oct,388.5
442,2015,Oct,386.0
442,2016,Oct,394.2
442,2017,Oct,402.2
442,2018,Oct,409.2
442,2019,Oct,
443,2009,Oct,412.6
443,2010,Oct,421.6
443,2011,Oct,423.3
443,2012,Oct,404.4
443,2013,Oct,411.7
443,2014,Oct,414.4
443,2015,Oct,429.8
443,2016,Oct,416.3
443,2017,Oct,403.3
443,2018,Oct,391.4
443,2019,Oct,
444,2009,Oct,928.4
444,2010,Oct,911.2
444,2011,Oct,928.5
444,2012,Oct,951.1
444,2013,Oct,1001.4
444,2014,Oct,1003.3
444,2015,Oct,1007.6
444,2016,Oct,1029.3
444,2017,Oct,1068.7
444,2018,Oct,1081.6
444,2019,Oct,
445,2009,Oct,2491.2
445,2010,Oct,2485.2
445,2011,Oct,2517.2
445,2012,Oct,2545.7
445,2013,Oct,2605.0
445,2014,Oct,2663.3
445,2015,Oct,2680.4
445,2016,Oct,2701.7
445,2017,Oct,2682.5
445,2018,Oct,2687.7
445,2019,Oct,
446,2009,Oct,786.3
446,2010,Oct,783.8
446,2011,Oct,791.9
446,2012,Oct,824.3
446,2013,Oct,833.8
446,2014,Oct,817.6
446,2015,Oct,809.5
446,2016,Oct,826.7
446,2017,Oct,825.7
446,2018,Oct,827.4
446,2019,Oct,
447,2009,Oct,709.3
447,2010,Oct,702.4
447,2011,Oct,714.3
447,2012,Oct,720.6
447,2013,Oct,747.4
447,2014,Oct,760.2
447,2015,Oct,776.0
447,2016,Oct,791.4
447,2017,Oct,786.2
447,2018,Oct,789.7
447,2019,Oct,
448,2009,Oct,1133.7
448,2010,Oct,1135.7
448,2011,Oct,1146.5
448,2012,Oct,1155.3
448,2013,Oct,1122.3
448,2014,Oct,1105.4
448,2015,Oct,1115.8
448,2016,Oct,1109.8
448,2017,Oct,1090.3
448,2018,Oct,1065.7
448,2019,Oct,
451,2009,Oct,474.1
451,2010,Oct,484.4
451,2011,Oct,499.4
451,2012,Oct,497.9
451,2013,Oct,518.1
451,2014,Oct,524.7
451,2015,Oct,514.2
451,2016,Oct,509.2
451,2017,Oct,512.2
451,2018,Oct,468.9
451,2019,Oct,
452,2009,Oct,2704.9
452,2010,Oct,2828.3
452,2011,Oct,2901.6
452,2012,Oct,2827.9
452,2013,Oct,2817.1
452,2014,Oct,2813.0
452,2015,Oct,2832.0
452,2016,Oct,2884.0
452,2017,Oct,2895.6
452,2018,Oct,2902.9
452,2019,Oct,
453,2009,Oct,655.6
453,2010,Oct,639.7
453,2011,Oct,646.9
453,2012,Oct,674.1
453,2013,Oct,677.5
453,2014,Oct,703.6
453,2015,Oct,691.4
453,2016,Oct,694.1
453,2017,Oct,684.2
453,2018,Oct,691.3
453,2019,Oct,
454,2009,Oct,350.6
454,2010,Oct,356.9
454,2011,Oct,370.7
454,2012,Oct,384.8
454,2013,Oct,411.5
454,2014,Oct,426.7
454,2015,Oct,442.6
454,2016,Oct,459.3
454,2017,Oct,470.8
454,2018,Oct,478.3
454,2019,Oct,
441,2009,Nov,1329.1
441,2010,Nov,1359.8
441,2011,Nov,1408.9
441,2012,Nov,1439.1
441,2013,Nov,1497.8
441,2014,Nov,1566.0
441,2015,Nov,1627.2
441,2016,Nov,1655.5
441,2017,Nov,1666.2
441,2018,Nov,1681.8
441,2019,Nov,
442,2009,Nov,378.1
442,2010,Nov,378.8
442,2011,Nov,386.2
442,2012,Nov,391.7
442,2013,Nov,390.5
442,2014,Nov,398.6
442,2015,Nov,397.8
442,2016,Nov,403.9
442,2017,Nov,418.5
442,2018,Nov,423.9
442,2019,Nov,
443,2009,Nov,428.1
443,2010,Nov,440.6
443,2011,Nov,439.3
443,2012,Nov,432.9
443,2013,Nov,433.1
443,2014,Nov,433.5
443,2015,Nov,447.0
443,2016,Nov,430.5
443,2017,Nov,412.2
443,2018,Nov,393.2
443,2019,Nov,
444,2009,Nov,919.5
444,2010,Nov,902.6
444,2011,Nov,926.9
444,2012,Nov,948.0
444,2013,Nov,996.5
444,2014,Nov,999.5
444,2015,Nov,1006.6
444,2016,Nov,1023.0
444,2017,Nov,1070.2
444,2018,Nov,1077.7
444,2019,Nov,
445,2009,Nov,2506.7
445,2010,Nov,2504.1
445,2011,Nov,2530.9
445,2012,Nov,2576.1
445,2013,Nov,2615.7
445,2014,Nov,2683.2
445,2015,Nov,2689.6
445,2016,Nov,2717.6
445,2017,Nov,2714.6
445,2018,Nov,2716.3
445,2019,Nov,
446,2009,Nov,795.1
446,2010,Nov,793.9
446,2011,Nov,806.0
446,2012,Nov,835.2
446,2013,Nov,841.9
446,2014,Nov,831.3
446,2015,Nov,824.5
446,2016,Nov,847.0
446,2017,Nov,850.8
446,2018,Nov,851.2
446,2019,Nov,
447,2009,Nov,704.7
447,2010,Nov,701.6
447,2011,Nov,717.3
447,2012,Nov,725.2
447,2013,Nov,745.8
447,2014,Nov,761.0
447,2015,Nov,774.0
447,2016,Nov,784.0
447,2017,Nov,789.3
447,2018,Nov,797.4
447,2019,Nov,
448,2009,Nov,1208.7
448,2010,Nov,1215.6
448,2011,Nov,1247.0
448,2012,Nov,1306.6
448,2013,Nov,1249.3
448,2014,Nov,1213.0
448,2015,Nov,1212.4
448,2016,Nov,1201.1
448,2017,Nov,1213.7
448,2018,Nov,1201.4
448,2019,Nov,
451,2009,Nov,504.3
451,2010,Nov,517.2
451,2011,Nov,526.7
451,2012,Nov,533.5
451,2013,Nov,562.5
451,2014,Nov,571.5
451,2015,Nov,569.8
451,2016,Nov,561.0
451,2017,Nov,572.8
451,2018,Nov,499.0
451,2019,Nov,
452,2009,Nov,2875.5
452,2010,Nov,2979.1
452,2011,Nov,3083.1
452,2012,Nov,3005.9
452,2013,Nov,3001.1
452,2014,Nov,2981.8
452,2015,Nov,3003.9
452,2016,Nov,3040.9
452,2017,Nov,3063.8
452,2018,Nov,3118.7
452,2019,Nov,
453,2009,Nov,658.2
453,2010,Nov,645.2
453,2011,Nov,646.2
453,2012,Nov,674.9
453,2013,Nov,675.2
453,2014,Nov,685.3
453,2015,Nov,692.8
453,2016,Nov,685.3
453,2017,Nov,685.5
453,2018,Nov,705.1
453,2019,Nov,
454,2009,Nov,364.6
454,2010,Nov,367.8
454,2011,Nov,385.3
454,2012,Nov,400.7
454,2013,Nov,428.3
454,2014,Nov,444.5
454,2015,Nov,456.2
454,2016,Nov,472.7
454,2017,Nov,483.5
454,2018,Nov,494.7
454,2019,Nov,
441,2009,Dec,1323.3
441,2010,Dec,1357.6
441,2011,Dec,1402.6
441,2012,Dec,1435.3
441,2013,Dec,1496.4
441,2014,Dec,1566.7
441,2015,Dec,1625.3
441,2016,Dec,1650.0
441,2017,Dec,1658.4
441,2018,Dec,1684.9
441,2019,Dec,
442,2009,Dec,385.8
442,2010,Dec,386.9
442,2011,Dec,389.5
442,2012,Dec,397.2
442,2013,Dec,398.3
442,2014,Dec,404.3
442,2015,Dec,401.6
442,2016,Dec,408.0
442,2017,Dec,424.5
442,2018,Dec,431.9
442,2019,Dec,
443,2009,Dec,434.6
443,2010,Dec,440.9
443,2011,Dec,442.9
443,2012,Dec,428.7
443,2013,Dec,431.4
443,2014,Dec,436.0
443,2015,Dec,446.6
443,2016,Dec,434.0
443,2017,Dec,415.2
443,2018,Dec,400.4
443,2019,Dec,
444,2009,Dec,911.4
444,2010,Dec,897.1
444,2011,Dec,919.2
444,2012,Dec,942.2
444,2013,Dec,984.6
444,2014,Dec,989.1
444,2015,Dec,1002.8
444,2016,Dec,1014.0
444,2017,Dec,1066.5
444,2018,Dec,1066.3
444,2019,Dec,
445,2009,Dec,2502.9
445,2010,Dec,2511.9
445,2011,Dec,2543.8
445,2012,Dec,2581.4
445,2013,Dec,2632.1
445,2014,Dec,2690.2
445,2015,Dec,2693.1
445,2016,Dec,2725.6
445,2017,Dec,2716.3
445,2018,Dec,2731.8
445,2019,Dec,
446,2009,Dec,807.3
446,2010,Dec,798.7
446,2011,Dec,808.5
446,2012,Dec,838.2
446,2013,Dec,853.4
446,2014,Dec,832.3
446,2015,Dec,829.1
446,2016,Dec,858.1
446,2017,Dec,860.6
446,2018,Dec,857.8
446,2019,Dec,
447,2009,Dec,704.2
447,2010,Dec,700.0
447,2011,Dec,708.5
447,2012,Dec,722.2
447,2013,Dec,739.9
447,2014,Dec,758.4
447,2015,Dec,776.4
447,2016,Dec,782.8
447,2017,Dec,783.2
447,2018,Dec,795.6
447,2019,Dec,
448,2009,Dec,1259.2
448,2010,Dec,1260.1
448,2011,Dec,1302.7
448,2012,Dec,1326.1
448,2013,Dec,1305.1
448,2014,Dec,1253.1
448,2015,Dec,1239.7
448,2016,Dec,1261.4
448,2017,Dec,1220.8
448,2018,Dec,1196.6
448,2019,Dec,
451,2009,Dec,525.0
451,2010,Dec,539.4
451,2011,Dec,531.2
451,2012,Dec,536.6
451,2013,Dec,577.8
451,2014,Dec,588.7
451,2015,Dec,575.0
451,2016,Dec,580.4
451,2017,Dec,574.7
451,2018,Dec,504.8
451,2019,Dec,
452,2009,Dec,2925.4
452,2010,Dec,3053.8
452,2011,Dec,3157.9
452,2012,Dec,3063.8
452,2013,Dec,3076.9
452,2014,Dec,3061.4
452,2015,Dec,3080.3
452,2016,Dec,3087.9
452,2017,Dec,3070.4
452,2018,Dec,3102.9
452,2019,Dec,
453,2009,Dec,662.4
453,2010,Dec,648.4
453,2011,Dec,653.5
453,2012,Dec,676.3
453,2013,Dec,674.9
453,2014,Dec,686.0
453,2015,Dec,702.7
453,2016,Dec,677.3
453,2017,Dec,686.8
453,2018,Dec,707.9
453,2019,Dec,
454,2009,Dec,374.4
454,2010,Dec,373.5
454,2011,Dec,390.9
454,2012,Dec,409.3
454,2013,Dec,438.1
454,2014,Dec,445.6
454,2015,Dec,466.5
454,2016,Dec,475.1
454,2017,Dec,488.2
454,2018,Dec,498.7
454,2019,Dec,
